NM2,NM3,NM4,NM5,IDN5
Banskobystrický,Rimavská Sobota,Nižný Skálnik,Nižný Skálnik,"868647"
Banskobystrický,Rimavská Sobota,Veľké Teriakovce,Veľké Teriakovce,"868663"
Banskobystrický,Rimavská Sobota,Veľké Teriakovce,Vrbovce nad Rimavou,"868671"
Košický,Trebišov,Veľké Trakany,Veľké Trakany,"868698"
Nitriansky,Levice,Veľké Turovce,Dolné Turovce,"868701"
Nitriansky,Levice,Veľké Turovce,Stredné Turovce,"868710"
Trenčiansky,Partizánske,Veľké Uherce,Veľké Uherce,"868744"
Trnavský,Galanta,Veľké Úľany,Veľké Úľany,"868752"
Nitriansky,Zlaté Moravce,Veľké Vozokany,Veľké Vozokany,"868761"
Košický,Michalovce,Zalužice,Zalužice,"868779"
Nitriansky,Nitra,Veľké Zálužie,Veľké Zálužie,"868787"
Banskobystrický,Veľký Krtíš,Veľké Zlievce,Veľké Zlievce,"868833"
Prešovský,Stropkov,Veľkrop,Veľkrop,"868841"
Bratislavský,Senec,Veľký Biel,Malý Biel,"868850"
Bratislavský,Senec,Veľký Biel,Veľký Biel,"868868"
Banskobystrický,Rimavská Sobota,Veľký Blh,Vyšný Blh,"868892"
Banskobystrický,Rimavská Sobota,Veľký Blh,Nižný Blh,"868906"
Nitriansky,Nitra,Veľký Cetín,Veľký Cetín,"868914"
Žilinský,Turčianske Teplice,Veľký Čepčín,Veľký Čepčín,"868922"
Nitriansky,Levice,Veľký Ďur,Dolný Ďur,"868931"
Nitriansky,Levice,Veľký Ďur,Horný Ďur,"868949"
Nitriansky,Levice,Veľký Ďur,Rohožnica,"868965"
Košický,Gelnica,Veľký Folkmar,Veľký Folkmar,"868973"
Trnavský,Galanta,Veľký Grob,Veľký Grob,"868990"
Košický,Trebišov,Veľký Horeš,Veľký Horeš,"869007"
Košický,Trebišov,Veľký Kamenec,Veľký Kamenec,"869015"
Trenčiansky,Partizánske,Ješkova Ves,Ješkova Ves,"869023"
Trenčiansky,Partizánske,Veľký Klíž,Klíž,"869031"
Trenčiansky,Partizánske,Veľký Klíž,Klížske Hradište,"869040"
Banskobystrický,Veľký Krtíš,Veľký Krtíš,Veľký Krtíš,"869058"
Prešovský,Stará Ľubovňa,Veľký Lipník,Veľký Lipník,"869139"
Banskobystrický,Veľký Krtíš,Veľký Lom,Veľký Lom,"869147"
Prešovský,Poprad,Veľký Slavkov,Veľký Slavkov,"869163"
Prešovský,Prešov,Veľký Slivník,Veľký Slivník,"869171"
Prešovský,Prešov,Veľký Šariš,Veľký Šariš,"869198"
Prešovský,Humenné,Veľopolie,Veľopolie,"869201"
Nitriansky,Topoľčany,Velušovce,Velušovce,"869210"
Prešovský,Poprad,Vernár,Vernár,"869228"
Trnavský,Piešťany,Veselé,Ťapkové,"869236"
Trnavský,Piešťany,Veselé,Veselé,"869244"
Žilinský,Liptovský Mikuláš,Veterná Poruba,Veterná Poruba,"869252"
Banskobystrický,Lučenec,Vidiná,Vidiná,"869261"
Trnavský,Skalica,Radošovce,Vieska,"869279"
Banskobystrický,Veľký Krtíš,Vieska,Vieska,"869295"
Banskobystrický,Rimavská Sobota,Vieska nad Blhom,Vieska nad Blhom,"869309"
Nitriansky,Zlaté Moravce,Vieska nad Žitavou,Vieska nad Žitavou,"869317"
Banskobystrický,Detva,Vígľaš,Vígľaš,"869350"
Banskobystrický,Detva,Vígľašská Huta-Kalinka,Vígľašská Huta-Kalinka,"869431"
Prešovský,Poprad,Vikartovce,Vikartovce,"869457"
Banskobystrický,Veľký Krtíš,Vinica,Vinica,"869465"
Košický,Trebišov,Viničky,Viničky,"869473"
Bratislavský,Pezinok,Viničné,Viničné,"869481"
Košický,Michalovce,Vinné,Vinné,"869503"
Nitriansky,Nitra,Vinodol,Dolný Vinodol,"869511"
Nitriansky,Nitra,Vinodol,Horný Vinodol,"869520"
Trnavský,Galanta,Vinohrady nad Váhom,Vinohrady nad Váhom,"869546"
Bratislavský,Pezinok,Vinosady,Veľké Tŕnie,"869554"
Bratislavský,Pezinok,Vinosady,Malé Tŕnie,"869571"
Prešovský,Stará Ľubovňa,Vislanka,Vislanka,"869589"
Prešovský,Stropkov,Vislava,Vislava,"869597"
Trenčiansky,Púchov,Visolaje,Visolaje,"869619"
Košický,Trebišov,Višňov,Višňov,"869627"
Trenčiansky,Nové Mesto nad Váhom,Višňové,Višňové,"869635"
Banskobystrický,Revúca,Višňové,Višňové,"869643"
Žilinský,Žilina,Višňové,Višňové,"869651"
Bratislavský,Pezinok,Vištuk,Vištuk,"869686"
Žilinský,Tvrdošín,Tvrdošín,Oravice,"869694"
Žilinský,Tvrdošín,Vitanová,Vitanová,"869708"
Prešovský,Prešov,Víťaz,Víťaz,"869724"
Prešovský,Humenné,Víťazovce,Víťazovce,"869732"
Košický,Spišská Nová Ves,Vítkovce,Vítkovce,"869759"
Prešovský,Vranov nad Topľou,Vlača,Vlača,"869767"
Prešovský,Stropkov,Vladiča,Driečna,"869775"
Prešovský,Stropkov,Vladiča,Vladiča,"869783"
Prešovský,Stropkov,Vladiča,Suchá,"869791"
Košický,Rožňava,Vlachovo,Vlachovo,"869813"
Žilinský,Liptovský Mikuláš,Vlachy,Krmeš,"869821"
Žilinský,Liptovský Mikuláš,Vlachy,Vlachy,"869830"
Žilinský,Liptovský Mikuláš,Vlachy,Vlašky,"869848"
Nitriansky,Šaľa,Vlčany,Vlčany,"869872"
Trnavský,Trnava,Vlčkovce,Vlčkovce,"869881"
Banskobystrický,Banská Bystrica,Vlkanová,Vlkanová,"869899"
Nitriansky,Nové Zámky,Vlkas,Vlkas,"869902"
Prešovský,Kežmarok,Vlková,Vlková,"869929"
Prešovský,Kežmarok,Vlkovce,Vlkovce,"869937"
Bratislavský,Senec,Vlky,Vlky,"869945"
Banskobystrický,Rimavská Sobota,Vlkyňa,Vlkyňa,"869953"
Trnavský,Trnava,Voderady,Voderady,"869961"
Košický,Michalovce,Vojany,Vojany,"869970"
Košický,Trebišov,Vojčice,Vojčice,"869996"
Košický,Trebišov,Vojka,Vojka,"870005"
Trnavský,Dunajská Streda,Kyselica,Kyselica,"870013"
Trnavský,Dunajská Streda,Vojka nad Dunajom,Vojka nad Dunajom,"870021"
Košický,Spišská Nová Ves,Vojkovce,Vojkovce,"870030"
Prešovský,Kežmarok,Vojňany,Vojňany,"870048"
Košický,Sobrance,Vojnatina,Vojnatina,"870056"
Nitriansky,Komárno,Bátorove Kosihy,Bátorove Kosihy,"870081"
Prešovský,Stropkov,Vojtovce,Vojtovce,"870099"
Košický,Michalovce,Voľa,Voľa,"870129"
Prešovský,Medzilaborce,Volica,Volica,"870137"
Nitriansky,Zlaté Moravce,Volkovce,Volkovce,"870153"
Nitriansky,Zlaté Moravce,Volkovce,Závada,"870161"
Banskobystrický,Žarnovica,Voznica,Voznica,"870170"
Trnavský,Galanta,Vozokany,Vozokany,"870188"
Nitriansky,Topoľčany,Vozokany,Vozokany,"870196"
Nitriansky,Nitra,Vráble,Vráble,"870218"
Trnavský,Skalica,Vrádište,Vrádište,"870226"
Trnavský,Dunajská Streda,Vrakúň,Nekyje na Ostrove,"870251"
Trnavský,Dunajská Streda,Vrakúň,Vrakúň,"870269"
Bratislavský,Bratislava II,Bratislava-Vrakuňa,Vrakuňa,"870293"
Žilinský,Žilina,Žilina,Vranie,"870307"
Prešovský,Vranov nad Topľou,Vranov nad Topľou,Vranov nad Topľou,"870315"
Košický,Michalovce,Vrbnica,Vrbnica,"870439"
Prešovský,Kežmarok,Vrbov,Vrbov,"870447"
Nitriansky,Komárno,Vrbová nad Váhom,Vrbová nad Váhom,"870463"
Trenčiansky,Myjava,Vrbovce,Vrbovce,"870587"
Trnavský,Piešťany,Vrbové,Vrbové,"870595"
Banskobystrický,Veľký Krtíš,Vrbovka,Vrbovka,"870617"
Trenčiansky,Považská Bystrica,Vrchteplá,Vrchteplá,"870625"
Žilinský,Martin,Vrícko,Vrícko,"870633"
Trenčiansky,Ilava,Vršatské Podhradie,Vršatské Podhradie,"870641"
Žilinský,Martin,Vrútky,Vrútky,"870650"
Košický,Košice - okolie,Vtáčkovce,Vtáčkovce,"870749"
Prešovský,Kežmarok,Výborná,Výborná,"870765"
Nitriansky,Nitra,Ľudovítová,Ľudovítová,"870773"
Nitriansky,Nitra,Výčapy-Opatovce,Výčapy-Opatovce,"870781"
Trnavský,Dunajská Streda,Vydrany,Vydrany,"870790"
Trenčiansky,Púchov,Vydrná,Vydrná,"870811"
Prešovský,Poprad,Vydrník,Vydrník,"870820"
Banskobystrický,Žiar nad Hronom,Vyhne,Vyhne,"870846"
Žilinský,Liptovský Mikuláš,Východná,Východná,"870862"
Prešovský,Medzilaborce,Výrava,Výrava,"870871"
Trenčiansky,Bánovce nad Bebravou,Vysočany,Vysočany,"870897"
Banskobystrický,Banská Štiavnica,Vysoká,Vysoká,"870901"
Prešovský,Sabinov,Vysoká,Vysoká,"870919"
Žilinský,Čadca,Vysoká nad Kysucou,Vysoká nad Kysucou,"871061"
Košický,Michalovce,Vysoká nad Uhom,Vysoká nad Uhom,"871117"
Bratislavský,Malacky,Vysoká pri Morave,Vysoká pri Morave,"871133"
Prešovský,Stropkov,Vyškovce,Vyškovce,"871141"
Nitriansky,Levice,Vyškovce nad Ipľom,Vyškovce nad Ipľom,"871168"
Žilinský,Liptovský Mikuláš,Vyšná Boca,Vyšná Boca,"871184"
Košický,Košice - okolie,Vyšná Hutka,Vyšná Hutka,"871192"
Prešovský,Humenné,Vyšná Jablonka,Vyšná Jablonka,"871206"
Prešovský,Svidník,Vyšná Jedľová,Vyšná Jedľová,"871214"
Košický,Košice - okolie,Vyšná Kamenica,Vyšná Kamenica,"871222"
Košický,Košice - okolie,Vyšná Myšľa,Vyšná Myšľa,"871231"
Prešovský,Stropkov,Vyšná Olšava,Vyšná Olšava,"871249"
Prešovský,Svidník,Vyšná Pisaná,Vyšná Pisaná,"871257"
Banskobystrický,Rimavská Sobota,Rimavská Sobota,Vyšná Pokoradz,"871265"
Prešovský,Bardejov,Vyšná Polianka,Vyšná Polianka,"871273"
Košický,Sobrance,Vyšná Rybnica,Vyšná Rybnica,"871290"
Prešovský,Humenné,Vyšná Sitnica,Vyšná Sitnica,"871303"
Košický,Rožňava,Vyšná Slaná,Vyšná Slaná,"871311"
Prešovský,Prešov,Vyšná Šebastová,Vyšná Šebastová,"871346"
Prešovský,Poprad,Šuňava,Vyšná Šuňava,"871354"
Prešovský,Bardejov,Vyšná Voľa,Vyšná Voľa,"871362"
Prešovský,Humenné,Vyšné Ladičkovce,Vyšné Ladičkovce,"871371"
Nitriansky,Levice,Vyšné nad Hronom,Vyšné nad Hronom,"871389"
Košický,Sobrance,Vyšné Nemecké,Vyšné Nemecké,"871401"
Prešovský,Bardejov,Raslavice,Vyšné Raslavice,"871419"
Košický,Sobrance,Vyšné Remety,Vyšné Remety,"871427"
Prešovský,Levoča,Vyšné Repaše,Vyšné Repaše,"871435"
Prešovský,Stará Ľubovňa,Vyšné Ružbachy,Vyšné Ružbachy,"871451"
Banskobystrický,Rimavská Sobota,Vyšné Valice,Gregorovce,"871460"
Banskobystrický,Rimavská Sobota,Vyšné Valice,Vyšné Valice,"871478"
Košický,Košice - okolie,Vyšný Čaj,Vyšný Čaj,"871486"
Prešovský,Humenné,Maškovce,Maškovce,"871494"
Prešovský,Humenné,Vyšný Hrušov,Vyšný Hrušov,"871508"
Košický,Košice - okolie,Vyšný Klátov,Vyšný Klátov,"871516"
Prešovský,Svidník,Vyšný Komárnik,Vyšný Komárnik,"871524"
Prešovský,Bardejov,Vyšný Kručov,Vyšný Kručov,"871532"
Žilinský,Dolný Kubín,Vyšný Kubín,Vyšný Kubín,"871541"
Košický,Košice - okolie,Perín-Chym,Vyšný Lánec,"871559"
Prešovský,Svidník,Vyšný Mirošov,Vyšný Mirošov,"871575"
Prešovský,Svidník,Vyšný Orlík,Vyšný Orlík,"871583"
Banskobystrický,Rimavská Sobota,Vyšný Skálnik,Vyšný Skálnik,"871591"
Prešovský,Levoča,Vyšný Slavkov,Vyšný Slavkov,"871605"
Prešovský,Bardejov,Vyšný Tvarožec,Vyšný Tvarožec,"871613"
Prešovský,Vranov nad Topľou,Vyšný Žipov,Vyšný Žipov,"871621"
Žilinský,Tvrdošín,Zábiedovo,Zábiedovo,"871648"
Trenčiansky,Trenčín,Trenčín,Záblatie,"871664"
Žilinský,Martin,Záborie,Záborie,"871672"
Prešovský,Prešov,Záborské,Záborské,"871681"
Košický,Košice - okolie,Dvorníky-Včeláre,Dvorníky,"871699"
Košický,Košice - okolie,Dvorníky-Včeláre,Včeláre,"871702"
Košický,Košice - okolie,Zádiel,Zádiel,"871711"
Banskobystrický,Rimavská Sobota,Zádor,Zádor,"871729"
Žilinský,Žilina,Žilina,Zádubnie,"871737"
Košický,Sobrance,Záhor,Záhor,"871745"
Banskobystrický,Veľký Krtíš,Záhorce,Záhorce,"871770"
Bratislavský,Malacky,Záhorie (vojenský obvod),Záhorie,"871788"
Bratislavský,Bratislava IV,Bratislava-Záhorská Bystrica,Záhorská Bystrica,"871796"
Bratislavský,Malacky,Stupava,Hrubé lúky,"871800"
Bratislavský,Malacky,Stupava,Bystrická hora,"871818"
Bratislavský,Malacky,Záhorská Ves,Záhorská Ves,"871826"
Prešovský,Prešov,Záhradné,Záhradné,"871834"
Banskobystrický,Rimavská Sobota,Zacharovce,Zacharovce,"871851"
Banskobystrický,Zvolen,Pliešovce,Zaježová,"871915"
Žilinský,Námestovo,Zákamenné,Zákamenné,"871940"
Žilinský,Čadca,Zákopčie,Zákopčie,"872253"
Nitriansky,Levice,Zalaba,Zalaba,"872261"
Bratislavský,Senec,Zálesie,Zálesie,"872270"
Prešovský,Kežmarok,Zálesie,Zálesie,"872296"
Trenčiansky,Trenčín,Zamarovce,Zamarovce,"872300"
Prešovský,Vranov nad Topľou,Zámutov,Zámutov,"872326"
Trenčiansky,Púchov,Záriečie,Záriečie,"872342"
Trenčiansky,Považská Bystrica,Záskalie,Záskalie,"872369"
Žilinský,Žilina,Žilina,Zástranie,"872377"
Košický,Trebišov,Zatín,Zatín,"872393"
Žilinský,Martin,Martin,Záturčie,"872407"
Nitriansky,Topoľčany,Závada,Závada,"872423"
Trenčiansky,Trenčín,Nemšová,Trenčianska Závada,"872431"
Banskobystrický,Veľký Krtíš,Závada,Závada,"872440"
Prešovský,Levoča,Levoča,Závada,"872458"
Prešovský,Humenné,Závada,Závada,"872466"
Trenčiansky,Bánovce nad Bebravou,Kšinná,Závada pod Čiernym vrchom,"872482"
Prešovský,Humenné,Závadka,Závadka,"872491"
Košický,Michalovce,Závadka,Závadka,"872504"
Prešovský,Prešov,Geraltov,Závadka,"872512"
Košický,Gelnica,Závadka,Závadka,"872547"
Banskobystrický,Brezno,Závadka nad Hronom,Závadka nad Hronom,"872563"
Trnavský,Trnava,Zavar,Zavar,"872580"
Trenčiansky,Trenčín,Trenčín,Orechové,"872598"
Trenčiansky,Trenčín,Trenčín,Istebník,"872601"
Žilinský,Liptovský Mikuláš,Závažná Poruba,Závažná Poruba,"872644"
Bratislavský,Malacky,Závod,Závod,"872679"
Žilinský,Dolný Kubín,Zázrivá,Zázrivá,"872806"
Košický,Trebišov,Zbehňov,Zbehňov,"872822"
Nitriansky,Nitra,Zbehy,Zbehy,"872831"
Prešovský,Snina,Zboj,Zboj,"872849"
Prešovský,Medzilaborce,Zbojné,Zbojné,"872857"
Trenčiansky,Púchov,Dohňany,Zbora,"872873"
Prešovský,Bardejov,Zborov,Zborov,"872881"
Žilinský,Čadca,Zborov nad Bystricou,Zborov nad Bystricou,"872903"
Nitriansky,Levice,Zbrojníky,Dolné Zbrojníky,"872911"
Nitriansky,Levice,Zbrojníky,Horné Zbrojníky,"872920"
Prešovský,Medzilaborce,Zbudská Belá,Zbudská Belá,"872946"
Prešovský,Humenné,Zbudské Dlhé,Zbudské Dlhé,"872954"
Prešovský,Humenné,Rokytov pri Humennom,Zbudský Rokytov,"872962"
Košický,Michalovce,Zbudza,Zbudza,"872971"
Žilinský,Žilina,Zbyňov,Zbyňov,"872989"
Trnavský,Trnava,Zeleneč,Zeleneč,"872997"
Žilinský,Tvrdošín,Nižná,Zemianska Dedina,"873004"
Nitriansky,Komárno,Zemianska Olča,Zemianska Olča,"873021"
Trenčiansky,Považská Bystrica,Prečín,Zemianska Závada,"873039"
Trenčiansky,Prievidza,Zemianske Kostoľany,Zemianske Kostoľany,"873055"
Trenčiansky,Trenčín,Melčice-Lieskové,Zemianske Lieskové,"873063"
Trenčiansky,Nové Mesto nad Váhom,Zemianske Podhradie,Zemianske Podhradie,"873080"
Trnavský,Galanta,Zemianske Sady,Zemianske Sady,"873098"
Trenčiansky,Považská Bystrica,Považská Bystrica,Zemiansky Kvašov,"873101"
Banskobystrický,Krupina,Zemiansky Vrbovok,Zemiansky Vrbovok,"873136"
Nitriansky,Nové Zámky,Zemné,Zemné,"873152"
Košický,Trebišov,Zemplín,Zemplín,"873161"
Košický,Trebišov,Stanča,Stanča,"873179"
Košický,Trebišov,Zemplínska Nová Ves,Úpor,"873187"
Košický,Trebišov,Zemplínska Nová Ves,Zemplínsky Klečenov,"873195"
Košický,Michalovce,Zemplínska Široká,Zemplínska Široká,"873209"
Košický,Trebišov,Zemplínska Teplica,Zemplínska Teplica,"873217"
Prešovský,Snina,Zemplínske Hámre,Zemplínske Hámre,"873225"
Košický,Trebišov,Zemplínske Hradište,Zemplínske Hradište,"873241"
Košický,Trebišov,Zemplínske Jastrabie,Zemplínske Jastrabie,"873250"
Košický,Trebišov,Zemplínsky Branč,Zemplínsky Branč,"873268"
Prešovský,Prešov,Zlatá Baňa,Zlatá Baňa,"873284"
Košický,Košice - okolie,Zlatá Idka,Zlatá Idka,"873322"
Prešovský,Bardejov,Zlaté,Zlaté,"873349"
Trnavský,Dunajská Streda,Čenkovce,Čenkovce,"873365"
Trnavský,Dunajská Streda,Čenkovce,Maslovce,"873373"
Trnavský,Dunajská Streda,Zlaté Klasy,Rastice,"873390"
Nitriansky,Zlaté Moravce,Zlaté Moravce,Prílepy,"873420"
Nitriansky,Zlaté Moravce,Zlaté Moravce,Zlaté Moravce,"873438"
Nitriansky,Komárno,Zlatná na Ostrove,Zlatná na Ostrove,"873462"
Prešovský,Vranov nad Topľou,Zlatník,Zlatník,"873471"
Trenčiansky,Bánovce nad Bebravou,Zlatníky,Zlatníky,"873501"
Nitriansky,Zlaté Moravce,Zlatno,Zlatno,"873519"
Trenčiansky,Trenčín,Trenčín,Hanzlíková,"873527"
Trenčiansky,Trenčín,Trenčín,Zlatovce,"873551"
Trenčiansky,Ilava,Zliechov,Zliechov,"873578"
Bratislavský,Malacky,Zohor,Zohor,"873586"
Banskobystrický,Zvolen,Zvolen,Zolná,"873594"
Banskobystrický,Veľký Krtíš,Zombor,Zombor,"873608"
Trenčiansky,Púchov,Zubák,Zubák,"873641"
Žilinský,Tvrdošín,Zuberec,Zuberec,"873659"
Prešovský,Humenné,Zubné,Zubné,"873675"
Žilinský,Námestovo,Zubrohlava,Zubrohlava,"873683"
Prešovský,Snina,Stakčín,Zvala,"873691"
Banskobystrický,Zvolen,Zvolen,Zvolen,"873705"
Banskobystrický,Zvolen,Zvolen,Môťová,"873845"
Banskobystrický,Zvolen,Zvolenská Slatina,Zvolenská Slatina,"873900"
Trnavský,Trnava,Zvončín,Zvončín,"873918"
Žilinský,Martin,Žabokreky,Žabokreky,"873926"
Trenčiansky,Partizánske,Žabokreky nad Nitrou,Žabokreky nad Nitrou,"873934"
Košický,Gelnica,Žakarovce,Žakarovce,"873942"
Prešovský,Kežmarok,Žakovce,Žakovce,"873951"
Prešovský,Vranov nad Topľou,Žalobín,Žalobín,"873969"
Košický,Košice - okolie,Žarnov,Žarnov,"873977"
Banskobystrický,Žarnovica,Žarnovica,Žarnovica,"874001"
Banskobystrický,Žarnovica,Žarnovica,Žarnovická Huta,"874019"
Žilinský,Dolný Kubín,Žaškov,Žaškov,"874027"
Prešovský,Prešov,Geraltov,Žatkovce,"874035"
Košický,Michalovce,Žbince,Žbince,"874051"
Košický,Košice - okolie,Ždaňa,Ždaňa,"874060"
Prešovský,Poprad,Tatranská Javorina,Tatranská Javorina,"874108"
Prešovský,Poprad,Ždiar,Ždiar,"874132"
Prešovský,Prešov,Žehňa,Žehňa,"874159"
Košický,Spišská Nová Ves,Žehra,Žehra,"874183"
Banskobystrický,Zvolen,Železná Breznica,Železná Breznica,"874205"
Prešovský,Svidník,Železník,Železník,"874213"
Nitriansky,Levice,Želiezovce,Mikula,"874248"
Nitriansky,Levice,Želiezovce,Želiezovce,"874272"
Prešovský,Svidník,Želmanovce,Želmanovce,"874281"
Banskobystrický,Veľký Krtíš,Želovce,Želovce,"874302"
Nitriansky,Levice,Žemberovce,Dolné Žemberovce,"874311"
Nitriansky,Levice,Žemberovce,Horné Žemberovce,"874329"
Nitriansky,Levice,Žemliare,Žemliare,"874337"
Žilinský,Liptovský Mikuláš,Žiar,Žiar,"874353"
Banskobystrický,Revúca,Žiar,Žiar,"874361"
Banskobystrický,Žiar nad Hronom,Žiar nad Hronom,Žiar nad Hronom,"874370"
Banskobystrický,Žiar nad Hronom,Žiar nad Hronom,Horné Opatovce,"874515"
Banskobystrický,Krupina,Žibritov,Žibritov,"874558"
Nitriansky,Šaľa,Žihárec,Žihárec,"874574"
Nitriansky,Zlaté Moravce,Žikava,Žikava,"874591"
Žilinský,Žilina,Žilina,Žilina,"874604"
Žilinský,Žilina,Žilina,Budatín,"874825"
Žilinský,Žilina,Žilina,Závodie,"874876"
Žilinský,Žilina,Žilina,Žilinská Lehota,"874906"
Banskobystrický,Rimavská Sobota,Žíp,Žíp,"874914"
Prešovský,Prešov,Žipov,Žipov,"874922"
Nitriansky,Nitra,Žirany,Žirany,"874931"
Nitriansky,Zlaté Moravce,Žitavany,Kňažice,"874949"
Nitriansky,Zlaté Moravce,Žitavany,Opatovce,"874957"
Nitriansky,Zlaté Moravce,Zlaté Moravce,Hoňovce,"874965"
Nitriansky,Nitra,Žitavce,Žitavce,"874973"
Trenčiansky,Bánovce nad Bebravou,Žitná-Radiša,Radiša,"874981"
Trenčiansky,Bánovce nad Bebravou,Žitná-Radiša,Žitná,"874990"
Trnavský,Hlohovec,Žlkovce,Žlkovce,"875007"
Prešovský,Prešov,Župčany,Župčany,"875015"
Banskobystrický,Žarnovica,Župkov,Župkov,"875066"
Nitriansky,Nové Zámky,Salka,Horný chotár,"875163"
Nitriansky,Zlaté Moravce,Beladice,Čakýň,"875210"
Žilinský,Kysucké Nové Mesto,Horný Vadičov,Prostredný Vadičov,"875236"
Košický,Košice - okolie,Košická Belá,Košické Hámre,"875309"
Košický,Košice - okolie,Košická Belá,Malý Folkmar,"875317"
Prešovský,Stropkov,Bžany,Valkov,"875333"
Košický,Trebišov,Svätá Mária,Pavlovo,"875376"
Košický,Trebišov,Kazimír,Malý Kazimír,"875384"
Košický,Košice - okolie,Malá Lodina,Ružín,"875414"
Banskobystrický,Žiar nad Hronom,Ladomerská Vieska,Vieska,"877689"
Košický,Košice I,Košice-Džungľa,Brody,"877891"
Košický,Košice IV,Košice-Nad jazerom,Jazero,"877999"
Košický,Košice II,Košice-Šaca,Železiarne,"878049"
Prešovský,Humenné,Valaškovce (vojenský obvod),Valaškovce-Sever,"879703"
Nitriansky,Nové Zámky,Veľký Kýr,Malý Kýr,"879711"
Nitriansky,Nové Zámky,Svodín,Nemecký Svodín,"879720"
Košický,Košice I,Košice-Sídlisko Ťahanovce,Nové Ťahanovce,"881171"
Košický,Košice II,Košice-Sídlisko KVP,Grunt,"881228"
Košický,Košice IV,Košice-Juh,Skladná,"881317"
Košický,Košice IV,Košice-Vyšné Opátske,Nižná Úvrať,"881406"
Nitriansky,Nové Zámky,Dubník,Veľká tabuľa,"882003"
Žilinský,Liptovský Mikuláš,Liptovský Mikuláš,Svätý Štefan,"882011"
Prešovský,Prešov,Štefanovce,Nové,"950017"
Košický,Trebišov,Malý Horeš,Nový Horeš,"950025"
Prešovský,Svidník,Giraltovce,Stredná hora,"950033"
Banskobystrický,Lučenec,Veľké Dravce,Záložná,"950041"
Trnavský,Skalica,Letničie,Rúbanice,"950050"
Trnavský,Skalica,Petrova Ves,Primoravské lúky,"950068"
Trnavský,Skalica,Radimov,Záhajné,"950076"
Trnavský,Skalica,Unín,Sedlište,"950084"
Žilinský,Liptovský Mikuláš,Liptovská Sielnica,Sestrč,"950092"
Žilinský,Tvrdošín,Vitanová,Tichá dolina,"950106"
Trnavský,Dunajská Streda,Vieska,Poteho osada,"950114"
Prešovský,Kežmarok,Ľubica,Ľubické Kúpele,"950122"
Prešovský,Kežmarok,Tvarožná,Ruskinovce,"950131"
Prešovský,Stará Ľubovňa,Jakubany,Hniezdno,"950149"
